,word
1,studies
2,neurons
3,primary
4,motor
5,cortex
6,their
7,tuning
8,movement
9,parameters
10,muscle
11,activity
12,direction
13,it
14,neurons
15,firings
16,rates
17,relative
18,baseline
19,most
20,movements
21,addition
22,particular
23,direction
24,movement
25,.
26,additionally
27,rather
28,rise
29,activity
30,time
31,-
32,neurons
33,more
34,complex
35,neural
36,trajectory
37,neural
38,space
39,progression
40,neurons
41,others
42,.
43,descriptions
44,condition
45,-
46,independent
47,activity
48,neural
49,trajectories
50,challenge
51,neural
52,encoding
53,movement
54,single
55,movements
56,.
57,it
58,unclear
59,neural
60,dynamics
61,motor
62,cortex
63,influence
64,brain
65,ability
66,new
67,sensory
68,information
69,timing
70,corrective
71,movements
72,.
73,questions
74,we
75,monkeys
76,(
77,macaca
78,mulatta
79,)
80,precision
81,center
82,-
83,out
84,small
85,targets
86,.
87,precision
88,task
89,animals
90,often
91,additional
92,corrective
93,movements
94,initial
95,reach
96,they
97,not
98,precisely
99,small
100,target
101,.
102,trials
103,subsequent
104,movements
105,initial
106,reach
107,we
108,movements
109,submovements
110,multiple
111,speed
112,peaks
113,trial
114,.
115,submovements
116,similar
117,bell
118,-
119,velocity
120,profiles
121,function
122,time
123,they
124,initial
125,reach
126,subsequent
127,corrective
128,movements
129,.
130,neural
131,recordings
132,consistent
133,cyclic
134,neural
135,trajectory
136,certain
137,dimensions
138,neural
139,space
140,initial
141,reach
142,animal
143,additional
144,corrective
145,submovements
146,.
147,timing
148,peak
149,movement
150,speeds
151,phase
152,-
153,cyclic
154,neural
155,trajectories
156,better
157,predictor
158,speed
159,peaks
160,simply
161,instantaneous
162,firing
163,rate
164,population
165,.
166,average
167,change
168,rate
169,many
170,neurons
171,nearly
172,as
173,large
174,cycles
175,smaller
176,amplitude
177,movements
178,large
179,ones
180,.
181,additionally
182,neural
183,population
184,space
185,total
186,firing
187,rate
188,variance
189,submovements
190,actually
191,larger
192,corrective
193,submovements
194,initial
195,submovements
196,dimensionality
197,neural
198,space
199,higher
200,corrective
201,submovements
202,initial
203,submovements
204,.
205,greater
206,variety
207,neural
208,patterns
209,corrective
210,submovements
211,global
212,change
213,rate
214,not
215,simply
216,movement
217,speed
218,.
219,neural
220,activity
221,primary
222,motor
223,cortex
224,thus
225,truly
226,condition
227,-
228,independent
229,increase
230,neural
231,activity
232,execution
233,submovement
234,.
235,additionally
236,variety
237,neural
238,firing
239,patterns
240,brain
241,flexibility
242,various
243,amplitudes
244,initial
245,subsequent
246,submovements
247,precise
248,.
0,cortical
1,responses
2,overt
3,force
4,production
5,covert
6,motor
7,imagery
0,brain
1,computer
2,often
3,subject
4,motor
5,imagery
6,actual
7,overt
8,limb
9,movement
10,.
11,situations
12,overt
13,movement
14,physiologically
15,possible
16,human
17,participants
18,residual
19,limb
20,function
21,intact
22,nonhuman
23,primates
24,it
25,unclear
26,specific
27,features
28,covert
29,(
30,non
31,-
32,movement
33,-
34,)
35,cortical
36,activity
37,actual
38,overt
39,control
40,.
41,motor
42,bcis
43,overt
44,limb
45,movement
46,then
47,it
48,significant
49,degree
50,overlap
51,.
52,however
53,bci
54,use
55,alone
56,not
57,entirely
58,difference
59,overt
60,covert
61,action
62,it
63,neuron
64,-
65,-
66,output
67,mappings
68,not
69,natural
70,motor
71,imagery
72,action
73,rehearsal
74,.
75,here
76,we
77,specific
78,components
79,cortical
80,activity
81,overt
82,force
83,production
84,equivalent
85,covert
86,imagery
87,.
88,we
89,intracortical
90,neural
91,responses
92,hand
93,arm
94,areas
95,primary
96,motor
97,cortex
98,human
99,participant
100,tetraplegia
101,(
102,residual
103,upper
104,arm
105,function
106,)
107,isometric
108,wrist
109,extension
110,task
111,overt
112,force
113,production
114,covert
115,motor
116,imagery
117,same
118,action
119,.
120,participant
121,first
122,levels
123,isometric
124,wrist
125,extension
126,force
127,(
128,%
129,%
130,mvc
131,)
132,then
133,experiment
134,covert
135,motor
136,imagery
137,he
138,same
139,actions
140,external
141,forces
142,.
143,we
144,independently
145,overt
146,covert
147,conditions
148,remarkably
149,similar
150,population
151,-
152,wide
153,responses
154,.
155,cases
156,cortical
157,activity
158,basic
159,features
160,transient
161,response
162,onset
163,force
164,(
165,real
166,)
167,sustained
168,response
169,force
170,production
171,transient
172,response
173,force
174,.
175,however
176,we
177,degrees
178,similarity
179,specific
180,neural
181,dimensions
182,(
183,population
184,-
185,wide
186,correlations
187,)
188,temporally
189,distinct
190,features
191,.
192,dimensions
193,sustained
194,response
195,force
196,production
197,roughly
198,conditions
199,neurons
200,tonic
201,responses
202,force
203,production
204,similarly
205,active
206,actual
207,behavior
208,.
209,conversely
210,dimensions
211,transient
212,responses
213,onset
214,force
215,nearly
216,orthogonal
217,conditions
218,.
219,thus
220,actual
221,force
222,production
223,transient
224,responses
225,force
226,onset
227,responses
228,unique
229,ensembles
230,neurons
231,.
232,together
233,findings
234,cortex
235,presence
236,/
237,absence
238,motor
239,output
240,(
241,action
242,vs.
243,imagery
244,)
245,specific
246,neural
247,dimensions
248,onset
249,otherwise
250,identical
251,dynamic
252,process
253,.
0,motor
1,adaptation
2,artificial
3,neural
4,network
5,model
0,animals
1,humans
2,remarkable
3,ability
4,their
5,movements
6,external
7,conditions
8,.
9,yet
10,neural
11,mechanisms
12,challenging
13,.
14,dorsal
15,premotor
16,(
17,pmd
18,)
19,primary
20,motor
21,(
22,m1
23,)
24,cortex
25,play
26,essential
27,roles
28,movement
29,planning
30,execution
31,.
32,accordingly
33,adaptation
34,neural
35,activity
36,changes
37,areas
38,.
39,changes
40,)
41,local
42,synaptic
43,plasticity
44,)
45,input
46,.
47,experimentally
48,synaptic
49,connectivity
50,input
51,currents
52,challenging
53,our
54,current
55,understanding
56,extracellular
57,recordings
58,.
59,recent
60,studies
61,patterns
62,neural
63,activity
64,neural
65,covariance
66,stable
67,m1
68,pmd
69,motor
70,adaptation
71,.
72,stable
73,underlying
74,connectivity
75,.
76,however
77,we
78,ground
79,truth
80,data
81,presumed
82,association
83,we
84,estimates
85,magnitude
86,connectivity
87,changes
88,necessary
89,perturbations
90,experimentally
91,.
92,motor
93,adaptation
94,changes
95,recurrent
96,connectivity
97,external
98,inputs
99,we
100,modular
101,recurrent
102,neural
103,network
104,model
105,pmd
106,m1
107,.
108,model
109,hand
110,trajectories
111,monkeys
112,center
113,-
114,out
115,-
116,reach
117,task
118,.
119,next
120,we
121,motor
122,perturbation
123,model
124,recurrent
125,weight
126,changes
127,inputs
128,.
129,us
130,changes
131,unit
132,activity
133,covariance
134,neural
135,recordings
136,pmd
137,m1
138,same
139,adaptation
140,tasks
141,.
142,intriguingly
143,adaptation
144,recurrent
145,weight
146,changes
147,surprisingly
148,small
149,changes
150,unit
151,activity
152,largely
153,covariance
154,comparable
155,experimental
156,data
157,.
158,underlying
159,weight
160,changes
161,small
162,highly
163,high
164,robustness
165,random
166,weight
167,fluctuations
168,.
169,adaptation
170,weight
171,changes
172,inputs
173,similar
174,effect
175,unit
176,activity
177,covariance
178,comparable
179,degree
180,.
181,we
182,behavioral
183,adaptation
184,tasks
185,too
186,small
187,.
188,therefore
189,we
190,also
191,model
192,larger
193,visuomotor
194,rotations
195,visuomotor
196,reassociation
197,task
198,.
199,larger
200,changes
201,neural
202,activity
203,covariance
204,.
205,predictions
206,experimental
207,recordings
208,especially
209,reassociation
210,task
211,alternative
212,learning
213,hypotheses
214,future
215,.
216,summary
217,our
218,model
219,evidence
220,input
221,changes
222,local
223,synaptic
224,plasticity
225,similar
226,effects
227,neural
228,covariance
229,it
230,difficult
231,neural
232,recordings
233,alone
234,.
235,we
236,more
237,challenging
238,behavioral
239,tasks
240,as
241,well
242,more
243,sophisticated
244,analysis
245,inter-region
246,communication
247,clearly
248,hypotheses
249,.
0,corollary
1,discharge
2,oculomotor
3,proprioception
4,strategies
5,spatially
6,accurate
7,movement
0,order
1,perception
2,action
3,brain
4,spatially
5,accurate
6,representation
7,visual
8,world
9,it
10,actions
11,appropriate
12,objects
13,it
14,.
15,only
16,way
17,visual
18,information
19,eye
20,retina
21,constantly
22,brief
23,fixations
24,.
25,retinal
26,location
27,targets
28,action
29,not
30,useful
31,movements
32,targets
33,.
34,strategies
35,accurate
36,location
37,movement
38,targets
39,helmholtz
40,brain
41,command
42,eye
43,therefore
44,motor
45,command
46,sensory
47,representation
48,.
49,feedback
50,motor
51,system
52,sensory
53,system
54,now
55,corollary
56,discharge
57,.
58,sherrington
59,brain
60,accurate
61,target
62,location
63,it
64,position
65,eye
66,world
67,first
68,step
69,process
70,position
71,eye
72,orbit
73,.
74,he
75,signal
76,oculomotor
77,proprioceptors
78,.
79,lateral
80,intraparietal
81,area
82,(
83,lip
84,)
85,brain
86,region
87,important
88,targets
89,saccadic
90,eye
91,movements
92,spatial
93,accuracy
94,problem
95,helmholtz
96,sherrington
97,strategies
98,rapid
99,relatively
100,accurate
101,corollary
102,discharge
103,mechanism
104,slower
105,more
106,accurate
107,proprioceptive
108,mechanism
109,dependent
110,sensory
111,representation
112,eye
113,position
114,area
115,3a
116,primary
117,somatosensory
118,cortex
119,.
